, "CCCMA ""CGCM3"" a", "CCCMA ""CGCM3"" b", "GFDL ""CM2"" a", "GFDL ""CM2"" b", "GISS ""AOM"" a", "GISS ""AOM"" b", "historico mas futuro", "MPI ""ECHAM5"" a", "MPI ""ECHAM5"" b", "MRI ""CGCM2.3.2."" a", "MRI ""CGCM2.3.2."" b", "NIES ""MIRO3.2."" a", "NIES ""MIRO3.2."" b", "UKMO ""HADCM3"" a", "UKMO ""HADCM3"" b"
"Feb 2029", 9.76697, 10.8636, 8.59557, 11.1942, 14.0022, 11.8564, 12.769, 15.6211, 8.54243, 22.6404, 11.0352, 18.0369, 11.3949, 15.5523, 15.9593
"Mar 2029", 6.24825, 7.23652, 6.61017, 7.73088, 9.28334, 10.0814, 8.05449, 11.2615, 5.94531, 13.8223, 9.12725, 11.575, 7.44505, 11.4123, 9.87294
"Apr 2029", 8.08463, 12.4325, 6.60746, 7.26428, 9.31225, 7.13328, 6.28907, 8.29508, 4.96202, 9.76928, 6.07733, 8.93695, 6.02863, 8.38382, 8.02915
"May 2029", 11.3962, 13.6698, 11.6142, 8.4825, 15.1978, 10.7315, 12.7504, 13.5135, 7.57604, 22.5368, 6.01621, 7.11513, 7.90143, 16.9742, 7.79768
"Jun 2029", 8.1164, 17.8363, 10.9686, 6.0731, 7.92815, 18.3522, 9.57445, 18.9548, 5.49512, 19.1561, 14.2301, 9.82871, 10.7493, 21.6465, 7.69438
"Jul 2029", 5.09443, 18.5431, 10.1281, 12.2132, 19.3328, 19.2545, 10.2526, 14.1666, 6.64658, 8.97845, 9.47374, 12.2286, 15.9638, 22.0598, 17.7688
"Aug 2029", 5.3962, 8.33368, 7.61137, 4.31049, 8.21255, 6.91938, 6.30991, 8.02087, 3.83231, 8.27457, 7.25514, 7.16159, 5.68466, 9.21896, 14.3018
"Sep 2029", 7.82994, 8.47667, 6.04745, 5.74468, 7.61452, 6.75118, 5.84368, 6.98757, 4.41166, 6.84569, 12.0739, 7.13226, 8.317, 9.08754, 6.88448
"Oct 2029", 6.98631, 10.9191, 7.21305, 4.89109, 7.54064, 9.50719, 6.23186, 9.83225, 4.92341, 7.93798, 8.90749, 7.39974, 8.77656, 12.0447, 7.43808
"Nov 2029", 13.882, 19.6548, 13.574, 11.9259, 18.4716, 23.0172, 13.615, 26.4083, 9.52149, 18.2673, 13.9868, 17.6041, 22.4469, 19.8916, 23.9607
"Dec 2029", 14.9355, 24.6985, 12.2852, 12.499, 20.0986, 23.9421, 13.6571, 28.9313, 8.38941, 14.2367, 17.8395, 14.4389, 21.0089, 24.4852, 18.8389
"Jan 2030", 9.70898, 29.3167, 11.7779, 13.2578, 19.7149, 25.8284, 11.9417, 28.2765, 8.04717, 10.6308, 22.9214, 11.0377, 20.9113, 18.9855, 19.4754
"Feb 2030", 7.24333, 17.8535, 8.38894, 9.0437, 13.4917, 14.8334, 8.72431, 15.6491, 6.55746, 8.66485, 15.0234, 7.6582, 12.5854, 13.8238, 13.2256
