#,,Banda 1-FC,Banda 2-FC,Banda 3-FC,Banda 4-FC,Banda 5-FC,Banda 6-FC,Banda 7-FC,Banda 8-FC
#,Banda,3460.5,3150.5,2840.5,2530.5,2220.5,1910.5,1600.5,1290.5
#,Mes,T [ºC],T [ºC],T [ºC],T [ºC],T [ºC],T [ºC],T [ºC],T [ºC]
2088,11,2.925,4.477,6.029,7.581,9.133,10.685,12.238,13.790
2088,12,8.106,9.295,10.485,11.675,12.865,14.054,15.244,16.434
2089,1,10.636,11.705,12.774,13.844,14.913,15.982,17.052,18.121
2089,2,13.642,14.497,15.353,16.208,17.063,17.919,18.774,19.629
2089,3,10.676,11.496,12.316,13.136,13.955,14.775,15.595,16.415
2089,4,6.330,7.378,8.426,9.475,10.523,11.571,12.620,13.668
2089,5,-0.545,1.035,2.615,4.196,5.776,7.356,8.936,10.516
2089,6,-4.642,-3.241,-1.840,-0.438,0.963,2.364,3.766,5.167
2089,7,-9.013,-6.993,-4.974,-2.954,-0.935,1.085,3.104,5.123
2089,8,-6.799,-4.851,-2.904,-0.956,0.992,2.940,4.888,6.836
2089,9,-3.359,-1.761,-0.163,1.435,3.033,4.631,6.229,7.827
2089,10,1.210,2.835,4.461,6.086,7.711,9.336,10.962,12.587
2089,11,2.790,4.270,5.750,7.230,8.710,10.190,11.670,13.150
2089,12,9.132,10.472,11.813,13.153,14.493,15.834,17.174,18.515
2090,1,10.022,11.030,12.037,13.045,14.052,15.060,16.067,17.075
2090,2,11.200,11.902,12.605,13.307,14.009,14.711,15.414,16.116
2090,3,9.493,10.222,10.951,11.680,12.409,13.138,13.867,14.596
2090,4,6.023,7.020,8.017,9.015,10.012,11.010,12.007,13.005
2090,5,-0.544,1.033,2.610,4.187,5.764,7.340,8.917,10.494
2090,6,-4.241,-2.961,-1.680,-0.400,0.880,2.160,3.440,4.720
2090,7,-7.616,-5.909,-4.203,-2.496,-0.790,0.917,2.623,4.330
2090,8,-5.752,-4.104,-2.456,-0.809,0.839,2.487,4.135,5.783
2090,9,-3.065,-1.607,-0.149,1.310,2.768,4.226,5.684,7.142
2090,10,0.973,2.281,3.589,4.896,6.204,7.511,8.819,10.127
2090,11,2.304,3.526,4.748,5.970,7.193,8.415,9.637,10.859
2090,12,7.158,8.208,9.259,10.310,11.360,12.411,13.461,14.512
2091,1,9.818,10.805,11.792,12.779,13.766,14.753,15.740,16.727
2091,2,13.584,14.436,15.288,16.140,16.991,17.843,18.695,19.547
2091,3,9.248,9.959,10.669,11.379,12.089,12.800,13.510,14.220
2091,4,4.433,5.167,5.901,6.635,7.369,8.103,8.837,9.571
2091,5,-0.298,0.567,1.433,2.298,3.164,4.029,4.895,5.760
2091,6,-1.941,-1.355,-0.769,-0.183,0.403,0.989,1.575,2.161
2091,7,-7.256,-5.630,-4.004,-2.378,-0.753,0.873,2.499,4.125
2091,8,-4.313,-3.078,-1.842,-0.606,0.629,1.865,3.101,4.336
2091,9,-3.057,-1.603,-0.148,1.306,2.761,4.216,5.670,7.125
2091,10,1.067,2.501,3.935,5.368,6.802,8.236,9.669,11.103
2091,11,2.864,4.384,5.904,7.424,8.943,10.463,11.983,13.503
2091,12,7.860,9.014,10.167,11.321,12.475,13.628,14.782,15.936
2092,1,10.264,11.296,12.328,13.359,14.391,15.423,16.455,17.487
2092,2,12.661,13.454,14.248,15.042,15.836,16.630,17.424,18.217
2092,3,9.270,9.982,10.694,11.406,12.118,12.829,13.541,14.253
2092,4,6.587,7.678,8.768,9.859,10.950,12.041,13.132,14.223
2092,5,-0.386,0.733,1.851,2.969,4.087,5.206,6.324,7.442
2092,6,-3.947,-2.756,-1.564,-0.373,0.819,2.010,3.202,4.394
2092,7,-7.838,-6.081,-4.325,-2.569,-0.813,0.943,2.699,4.455
2092,8,-6.098,-4.351,-2.604,-0.857,0.890,2.637,4.384,6.131
2092,9,-3.102,-1.626,-0.150,1.325,2.801,4.277,5.753,7.228
2092,10,1.259,2.950,4.642,6.333,8.024,9.715,11.407,13.098
2092,11,3.135,4.798,6.462,8.125,9.789,11.452,13.115,14.779
2092,12,8.658,9.929,11.200,12.471,13.741,15.012,16.283,17.554
2093,1,11.413,12.561,13.708,14.856,16.003,17.151,18.298,19.446
2093,2,12.499,13.283,14.067,14.851,15.634,16.418,17.202,17.985
2093,3,8.990,9.680,10.371,11.061,11.751,12.442,13.132,13.822
2093,4,4.916,5.730,6.544,7.358,8.172,8.986,9.800,10.614
2093,5,-0.531,1.009,2.549,4.089,5.629,7.169,8.709,10.250
2093,6,-3.976,-2.776,-1.576,-0.375,0.825,2.025,3.225,4.426
2093,7,-7.471,-5.797,-4.123,-2.449,-0.775,0.899,2.573,4.247
2093,8,-5.084,-3.628,-2.171,-0.715,0.742,2.198,3.655,5.112
2093,9,-3.649,-1.913,-0.177,1.559,3.296,5.032,6.768,8.504
2093,10,1.202,2.817,4.432,6.046,7.661,9.276,10.890,12.505
2093,11,3.313,5.070,6.828,8.586,10.344,12.101,13.859,15.617
2093,12,9.012,10.335,11.657,12.980,14.303,15.625,16.948,18.271
2094,1,11.367,12.510,13.653,14.795,15.938,17.081,18.224,19.367
2094,2,12.611,13.401,14.192,14.983,15.773,16.564,17.355,18.145
2094,3,10.157,10.937,11.716,12.496,13.276,14.056,14.836,15.616
2094,4,6.246,7.280,8.315,9.349,10.383,11.418,12.452,13.487
2094,5,-0.439,0.835,2.109,3.383,4.657,5.932,7.206,8.480
2094,6,-4.701,-3.282,-1.863,-0.444,0.975,2.395,3.814,5.233
2094,7,-7.589,-5.889,-4.188,-2.488,-0.787,0.913,2.614,4.314
2094,8,-4.526,-3.229,-1.933,-0.636,0.660,1.957,3.254,4.550
2094,9,-3.566,-1.870,-0.173,1.524,3.221,4.917,6.614,8.311
2094,10,0.957,2.241,3.526,4.811,6.096,7.381,8.666,9.951
2094,11,3.083,4.719,6.355,7.991,9.627,11.263,12.899,14.535
2094,12,8.375,9.604,10.833,12.062,13.292,14.521,15.750,16.979
2095,1,10.732,11.811,12.890,13.969,15.048,16.127,17.206,18.285
2095,2,11.608,12.335,13.063,13.791,14.519,15.246,15.974,16.702
2095,3,10.464,11.267,12.071,12.875,13.678,14.482,15.285,16.089
2095,4,6.030,7.029,8.028,9.026,10.025,11.024,12.023,13.021
2095,5,-0.461,0.877,2.214,3.552,4.890,6.228,7.566,8.904
2095,6,-5.135,-3.585,-2.035,-0.485,1.065,2.615,4.165,5.715
2095,7,-6.141,-4.765,-3.389,-2.013,-0.637,0.739,2.115,3.491
2095,8,-4.450,-3.175,-1.900,-0.625,0.649,1.924,3.199,4.473
2095,9,-4.126,-2.163,-0.200,1.763,3.727,5.690,7.653,9.616
2095,10,0.947,2.219,3.491,4.763,6.034,7.306,8.578,9.850
2095,11,2.631,4.027,5.423,6.819,8.215,9.611,11.006,12.402
2095,12,7.333,8.409,9.485,10.561,11.638,12.714,13.790,14.866
2096,1,11.007,12.114,13.220,14.327,15.433,16.540,17.647,18.753
2096,2,12.309,13.081,13.853,14.624,15.396,16.168,16.940,17.711
2096,3,10.225,11.010,11.796,12.581,13.366,14.151,14.937,15.722
2096,4,5.975,6.965,7.954,8.944,9.934,10.923,11.913,12.903
2096,5,-0.551,1.048,2.648,4.247,5.847,7.446,9.046,10.645
2096,6,-5.558,-3.880,-2.203,-0.525,1.153,2.831,4.509,6.187
2096,7,-5.066,-3.931,-2.796,-1.660,-0.525,0.610,1.745,2.880
2096,8,-6.373,-4.547,-2.721,-0.896,0.930,2.756,4.581,6.407
2096,9,-3.563,-1.868,-0.173,1.522,3.218,4.913,6.608,8.303
2096,10,1.211,2.837,4.464,6.091,7.717,9.344,10.970,12.597
2096,11,2.981,4.563,6.145,7.727,9.309,10.891,12.473,14.055
2096,12,7.000,8.027,9.054,10.082,11.109,12.136,13.164,14.191
2097,1,9.886,10.880,11.874,12.868,13.862,14.856,15.850,16.843
2097,2,12.120,12.880,13.640,14.400,15.159,15.919,16.679,17.439
2097,3,9.987,10.753,11.520,12.287,13.054,13.821,14.588,15.355
2097,4,6.571,7.660,8.748,9.836,10.925,12.013,13.101,14.190
2097,5,-0.518,0.985,2.488,3.991,5.493,6.996,8.499,10.002
2097,6,-5.163,-3.604,-2.046,-0.487,1.071,2.630,4.188,5.747
2097,7,-8.112,-6.295,-4.477,-2.659,-0.841,0.976,2.794,4.612
2097,8,-6.017,-4.293,-2.570,-0.846,0.878,2.602,4.326,6.049
2097,9,-3.377,-1.770,-0.164,1.443,3.049,4.656,6.262,7.869
2097,10,0.708,1.658,2.608,3.559,4.509,5.459,6.410,7.360
2097,11,2.458,3.762,5.066,6.370,7.675,8.979,10.283,11.587
2097,12,7.452,8.546,9.640,10.734,11.828,12.922,14.015,15.109
2098,1,9.997,11.002,12.007,13.012,14.017,15.022,16.027,17.032
2098,2,13.549,14.399,15.248,16.098,16.947,17.797,18.646,19.496
2098,3,9.209,9.916,10.624,11.331,12.038,12.745,13.452,14.160
2098,4,5.369,6.258,7.148,8.037,8.926,9.815,10.705,11.594
2098,5,-0.435,0.827,2.089,3.351,4.613,5.875,7.137,8.399
2098,6,-5.581,-3.896,-2.212,-0.527,1.158,2.843,4.527,6.212
2098,7,-6.070,-4.710,-3.350,-1.990,-0.630,0.730,2.090,3.451
2098,8,-5.942,-4.240,-2.538,-0.835,0.867,2.569,4.272,5.974
2098,9,-3.830,-2.008,-0.186,1.637,3.459,5.281,7.104,8.926
2098,10,0.939,2.200,3.461,4.722,5.983,7.244,8.505,9.766
2098,11,3.272,5.009,6.745,8.481,10.218,11.954,13.690,15.427
2098,12,8.937,10.249,11.561,12.873,14.185,15.496,16.808,18.120
2099,1,11.081,12.195,13.309,14.423,15.537,16.651,17.765,18.879
2099,2,13.505,14.352,15.199,16.046,16.892,17.739,18.586,19.433
2099,3,10.488,11.293,12.098,12.904,13.709,14.515,15.320,16.126
2099,4,6.522,7.602,8.683,9.763,10.843,11.923,13.003,14.084
2099,5,-0.379,0.720,1.819,2.918,4.016,5.115,6.214,7.313
2099,6,-5.093,-3.556,-2.018,-0.481,1.057,2.594,4.132,5.669
2099,7,-7.836,-6.080,-4.324,-2.569,-0.813,0.943,2.699,4.455
2099,8,-5.007,-3.573,-2.138,-0.704,0.731,2.165,3.600,5.034
2099,9,-3.405,-1.785,-0.165,1.455,3.075,4.695,6.315,7.935
2099,10,0.922,2.162,3.401,4.640,5.879,7.118,8.357,9.596
2099,11,2.558,3.916,5.273,6.631,7.988,9.345,10.703,12.060
2099,12,8.406,9.640,10.874,12.107,13.341,14.575,15.809,17.043
2100,1,12.527,13.786,15.046,16.305,17.565,18.824,20.083,21.343
2100,2,14.532,15.443,16.354,17.265,18.176,19.087,19.998,20.909
2100,3,12.348,13.296,14.245,15.193,16.141,17.090,18.038,18.986
2100,4,6.133,7.148,8.164,9.180,10.195,11.211,12.227,13.242
2100,5,-0.666,1.266,3.198,5.129,7.061,8.993,10.925,12.856
2100,6,-6.363,-4.442,-2.522,-0.601,1.320,3.241,5.162,7.083
2100,7,-6.300,-4.888,-3.477,-2.065,-0.653,0.758,2.170,3.581
2100,8,-5.416,-3.865,-2.313,-0.761,0.790,2.342,3.894,5.445
2100,9,-4.547,-2.384,-0.220,1.943,4.107,6.270,8.434,10.597
2100,10,1.074,2.516,3.958,5.400,6.842,8.284,9.726,11.168
2100,11,2.721,4.165,5.608,7.052,8.496,9.940,11.383,12.827
2100,12,7.932,9.097,10.261,11.425,12.590,13.754,14.918,16.082
